# number of MC cycles = 10
# tolerance = 1e-08
# E, E_error, gradient of E, variational parameters
3.7442         0.044301       0.0066679      0.010934       1              1              
3.2053         0.12679        0.031142       0.040664       0.99333        0.98907        
3.3166         0.082953       0.012448       0.037603       0.96219        0.9484         
2.7202         0.19633        0.0031859      0.014151       0.94974        0.9108         
2.9134         0.098179       -0.0018139     0.036964       0.94656        0.89665        
2.801          0.19926        0.048311       0.043762       0.94837        0.85968        
2.5543         0.23376        0.10882        0.0082143      0.90006        0.81592        
2.4904         0.086105       0.023228       0.0101         0.79124        0.80771        
2.5533         0.10013        0.034114       0.03979        0.76801        0.79761        
2.6532         0.048528       0.03529        -0.0048289     0.7339         0.75782        
2.4589         0.081441       0.037643       0.0083175      0.69861        0.76265        
2.4533         0.055609       0.0029182      0.02156        0.66097        0.75433        
2.3201         0.086075       0.086513       -0.0058006     0.65805        0.73277        
2.1365         0.09053        -0.034394      0.035093       0.57153        0.73857        
2.347          0.049545       0.013702       0.02931        0.60593        0.70348        
2.3749         0.020877       0.0097788      0.0051657      0.59223        0.67417        
2.2302         0.025939       -0.003603      0.012846       0.58245        0.669          
2.2826         0.042274       0.01658        0.029648       0.58605        0.65616        
2.1611         0.024373       0.0069505      0.0046007      0.56947        0.62651        
2.2316         0.016792       0.0098975      0.0023425      0.56252        0.62191        
2.2361         0.032021       0.012989       0.0094082      0.55262        0.61956        
2.1357         0.022573       -0.0043351     0.015139       0.53963        0.61016        
2.2406         0.0080108      0.0021781      0.0035664      0.54397        0.59502        
1.8231         0.10478        -0.019834      -0.045528      0.54179        0.59145        
2.0683         0.046006       0.0145         0.02421        0.56162        0.63698        
2.2364         0.009467       0.007065       0.00070099     0.54712        0.61277        
2.1063         0.034647       0.0090497      0.028133       0.54006        0.61207        
2.1677         0.0074853      0.0061163      0.00031556     0.53101        0.58393        
2.1387         0.023644       0.0056977      0.021285       0.52489        0.58362        
2.1059         0.011537       -0.00084538    0.011546       0.5192         0.56233        
2.0602         0.0095675      0.0058042      -0.00061738    0.52004        0.55079        
2.1182         0.0013188      0.00044684     0.0001115      0.51424        0.5514         
2.0874         0.011984       -0.0011833     0.011726       0.51379        0.55129        
2.0926         0.0022962      0.0011063      0.00055417     0.51497        0.53957        
2.0797         0.0052359      0.0047784      0.0012184      0.51387        0.53901        
2.0628         0.0036321      -0.0021349     0.0027445      0.50909        0.53779        
2.0704         0.0038379      -0.00011157    0.0028329      0.51122        0.53505        
2.0062         0.010934       -0.0032115     0.010596       0.51134        0.53222        
2.0077         0.012736       -0.002284      0.015091       0.51455        0.52162        
2.0221         0.0044248      0.0017248      0.0016826      0.51683        0.50653        
2.0144         0.0055775      0.0036571      -1.5328e-06    0.51511        0.50485        
2.0256         0.0005713      4.0582e-05     0.00028159     0.51145        0.50485        
2.0223         0.0012959      -8.4782e-05    0.001395       0.51141        0.50457        
2.0184         0.0015525      -0.0002424     0.0020166      0.51149        0.50317        
2.0211         0.00086148     0.00043131     1.7721e-05     0.51174        0.50116        
2.013          0.0028106      0.0035003      -0.00094893    0.5113         0.50114        
2.0168         0.00045814     0.00020323     3.3369e-05     0.5078         0.50209        
2.0126         0.00047492     0.00014967     -6.2079e-05    0.5076         0.50205        
2.0007         0.0030993      0.0018459      0.00042042     0.50745        0.50212        
2.0077         0.0012147      0.0013792      -0.00043279    0.50561        0.5017         
2.0072         0.00097047     0.00097026     -0.00018127    0.50423        0.50213        
2.004          0.0010048      0.00078424     0.00017297     0.50326        0.50231        
2.0022         0.00059664     0.00045879     -0.00019139    0.50247        0.50214        
2.0056         0.00051342     7.1716e-05     0.00036176     0.50201        0.50233        
2.0019         0.0010825      0.00091965     6.6142e-05     0.50194        0.50197        
2.0016         0.00073315     0.00011691     0.00035202     0.50102        0.5019         
2.0019         0.00049358     1.4463e-05     0.00041267     0.5009         0.50155        
2.0028         0.00021217     0.00013036     7.2107e-05     0.50089        0.50114        
2.0025         0.00015659     1.0315e-05     0.00013331     0.50076        0.50106        
2.0015         0.00018026     8.4495e-05     2.2337e-05     0.50075        0.50093        
2.0006         0.00044578     3.8945e-05     6.2478e-05     0.50067        0.50091        
2.0019         0.00015576     1.9101e-05     0.00012068     0.50063        0.50085        
2.0014         0.0001486      3.8154e-05     7.1644e-05     0.50061        0.50072        
2.001          0.0002152      2.6376e-05     0.000138       0.50057        0.50065        
2.0002         0.00036033     0.00019092     0.00010263     0.50054        0.50052        
2.0007         0.00013976     0.00016351     9.4156e-06     0.50035        0.50041        
2.0005         0.00014999     3.5715e-06     8.4507e-05     0.50019        0.5004         
2.0004         7.382e-05      4.4668e-05     2.2842e-06     0.50018        0.50032        
2.0006         4.6151e-05     2.2096e-07     3.3325e-05     0.50014        0.50032        
2.0006         2.8404e-05     2.1877e-05     6.2566e-06     0.50014        0.50028        
2.0005         4.493e-05      4.3811e-05     4.1389e-06     0.50012        0.50028        
2.0002         6.5967e-05     1.7681e-05     4.5729e-05     0.50007        0.50027        
2.0004         2.714e-05      -2.4199e-06    1.8275e-05     0.50006        0.50023        
2.0004         1.8776e-05     6.9533e-07     1.1581e-05     0.50006        0.50021        
2.0004         1.8117e-05     9.0374e-06     8.0972e-06     0.50006        0.5002         
2              5.5503e-05     -5.5339e-06    3.2603e-05     0.50005        0.50019        
2.0001         5.8176e-05     3.2605e-06     5.4744e-05     0.50005        0.50016        
2.0002         1.6398e-05     6.7199e-06     7.0096e-06     0.50005        0.5001         
2.0001         4.0504e-05     3.9846e-06     1.5215e-05     0.50004        0.50009        
2.0002         1.524e-05      1.2379e-05     9.3019e-06     0.50004        0.50008        
2.0001         1.9477e-05     1.1588e-05     1.6932e-05     0.50003        0.50007        
2.0001         5.0259e-06     -1.5891e-06    3.2555e-06     0.50002        0.50005        
2.0001         1.6676e-05     1.9499e-05     2.479e-06      0.50002        0.50005        
2.0001         6.1048e-06     -2.106e-06     5.0932e-06     0.5            0.50005        
2              8.3464e-06     4.0498e-07     6.1503e-06     0.5            0.50004        
2              5.8547e-06     2.0215e-06     3.4443e-06     0.5            0.50004        
