# delta = 1.000, g = 0.500
# =================================================================================================================
#    s          ||Hod||        diagonal elements of H
# =================================================================================================================

0.00000000     1.22474487     1.50000000     3.50000000     5.50000000     5.50000000     7.50000000     9.50000000     
0.02500000     0.94283775     1.46759188     3.48612695     5.50070823     5.50070823     7.51463201     9.53023270     
0.05000000     0.78116420     1.45158741     3.48091648     5.50149953     5.50149953     7.52159884     9.54289821     
0.07500000     0.67402555     1.44245073     3.47813805     5.50180030     5.50180030     7.52658357     9.54922704     
0.10000000     0.59346758     1.43648879     3.47633208     5.50177272     5.50177272     7.53069129     9.55294240     
0.12500000     0.52819488     1.43223963     3.47506056     5.50159423     5.50159423     7.53413331     9.55537804     
0.15000000     0.47285187     1.42903537     3.47412419     5.50136830     5.50136830     7.53699859     9.55710524     
0.17500000     0.42463885     1.42653635     3.47341172     5.50114475     5.50114475     7.53936454     9.55839788     
0.20000000     0.38197720     1.42455039     3.47285593     5.50094410     5.50094410     7.54130594     9.55939954     
0.22500000     0.34389938     1.42295639     3.47241429     5.50077256     5.50077256     7.54289180     9.56019241     
0.25000000     0.30975348     1.42167058     3.47205870     5.50062981     5.50062981     7.54418310     9.56082800     
0.27500000     0.27905781     1.42063086     3.47176980     5.50051296     5.50051296     7.54523217     9.56134125     
0.30000000     0.25142865     1.41978924     3.47153362     5.50041828     5.50041828     7.54608307     9.56175750     
0.32500000     0.22654391     1.41910768     3.47133977     5.50034211     5.50034211     7.54677241     9.56209591     
0.35000000     0.20412426     1.41855570     3.47118025     5.50028112     5.50028112     7.54733038     9.56237144     
0.37500000     0.18392292     1.41810865     3.47104875     5.50023246     5.50023246     7.54778171     9.56259597     
0.40000000     0.16571960     1.41774663     3.47094025     5.50019373     5.50019373     7.54814661     9.56277903     
0.42500000     0.14931665     1.41745348     3.47085068     5.50016299     5.50016299     7.54844152     9.56292834     
0.45000000     0.13453620     1.41721613     3.47077671     5.50013862     5.50013862     7.54867979     9.56305013     
0.47500000     0.12121804     1.41702396     3.47071561     5.50011934     5.50011934     7.54887226     9.56314950     
0.50000000     0.10921773     1.41686838     3.47066516     5.50010410     5.50010410     7.54902769     9.56323058     
0.52500000     0.09840509     1.41674243     3.47062350     5.50009207     5.50009207     7.54915319     9.56329674     
0.55000000     0.08866271     1.41664047     3.47058910     5.50008259     5.50008259     7.54925452     9.56335073     
0.57500000     0.07988476     1.41655793     3.47056071     5.50007513     5.50007513     7.54933632     9.56339478     
0.60000000     0.07197586     1.41649112     3.47053728     5.50006926     5.50006926     7.54940235     9.56343074     
0.62500000     0.06485001     1.41643704     3.47051795     5.50006465     5.50006465     7.54945564     9.56346008     
0.65000000     0.05842973     1.41639326     3.47050200     5.50006104     5.50006104     7.54949865     9.56348402     
0.67500000     0.05264516     1.41635783     3.47048885     5.50005821     5.50005821     7.54953335     9.56350356     
0.70000000     0.04743338     1.41632914     3.47047800     5.50005599     5.50005599     7.54956136     9.56351951     
0.72500000     0.04273767     1.41630593     3.47046906     5.50005427     5.50005427     7.54958396     9.56353252     
0.75000000     0.03850693     1.41628713     3.47046170     5.50005292     5.50005292     7.54960219     9.56354314     
0.77500000     0.03469511     1.41627192     3.47045563     5.50005187     5.50005187     7.54961690     9.56355181     
0.80000000     0.03126074     1.41625961     3.47045063     5.50005106     5.50005106     7.54962877     9.56355888     
0.82500000     0.02816642     1.41624964     3.47044651     5.50005043     5.50005043     7.54963834     9.56356465     
0.85000000     0.02537849     1.41624157     3.47044312     5.50004994     5.50004994     7.54964606     9.56356937     
0.87500000     0.02286660     1.41623505     3.47044033     5.50004956     5.50004956     7.54965229     9.56357321     
0.90000000     0.02060341     1.41622976     3.47043803     5.50004927     5.50004927     7.54965731     9.56357635     
0.92500000     0.01856430     1.41622548     3.47043614     5.50004905     5.50004905     7.54966136     9.56357891     
0.95000000     0.01672706     1.41622202     3.47043459     5.50004888     5.50004888     7.54966463     9.56358100     
0.97500000     0.01507172     1.41621922     3.47043331     5.50004875     5.50004875     7.54966727     9.56358271     
1.00000000     0.01358025     1.41621695     3.47043226     5.50004865     5.50004865     7.54966939     9.56358410     
1.02500000     0.01223643     1.41621511     3.47043139     5.50004858     5.50004858     7.54967110     9.56358523     
1.05000000     0.01102564     1.41621363     3.47043068     5.50004853     5.50004853     7.54967249     9.56358616     
1.07500000     0.00993470     1.41621242     3.47043009     5.50004848     5.50004848     7.54967360     9.56358692     
1.10000000     0.00895176     1.41621145     3.47042961     5.50004845     5.50004845     7.54967450     9.56358753     
1.12500000     0.00806611     1.41621066     3.47042922     5.50004843     5.50004843     7.54967522     9.56358804     
1.15000000     0.00726813     1.41621002     3.47042889     5.50004842     5.50004842     7.54967580     9.56358845     
1.17500000     0.00654913     1.41620951     3.47042863     5.50004840     5.50004840     7.54967627     9.56358879     
1.20000000     0.00590129     1.41620909     3.47042841     5.50004840     5.50004840     7.54967665     9.56358906     
1.22500000     0.00531758     1.41620875     3.47042823     5.50004839     5.50004839     7.54967696     9.56358928     
1.25000000     0.00479164     1.41620848     3.47042808     5.50004839     5.50004839     7.54967720     9.56358946     
1.27500000     0.00431776     1.41620825     3.47042796     5.50004839     5.50004839     7.54967740     9.56358961     
1.30000000     0.00389078     1.41620808     3.47042786     5.50004838     5.50004838     7.54967756     9.56358974     
