# delta = 1.000, g = 0.500
# =================================================================================================================
#    s          ||Hod||        diagonal elements of H
# =================================================================================================================

0.00000000     1.22474487     1.50000000     3.50000000     5.50000000     5.50000000     7.50000000     9.50000000     
0.00500000     1.22474487     1.50000000     3.50000000     5.50000000     5.50000000     7.50000000     9.50000000     
0.01000000     1.14515944     1.49050728     3.49536344     5.50003025     5.50003025     7.50466255     9.50940623     
0.01500000     1.07797999     1.48276333     3.49193180     5.50015863     5.50015863     7.50820479     9.51678282     
0.02000000     1.02064628     1.47635324     3.48933481     5.50034089     5.50034089     7.51097549     9.52265469     
0.02500000     0.97113166     1.47097391     3.48732021     5.50054656     5.50054656     7.51321397     9.52739879     
0.03000000     0.92785363     1.46640213     3.48571650     5.50075540     5.50075540     7.51508355     9.53128701     
0.03500000     0.88958602     1.46247183     3.48440706     5.50095448     5.50095448     7.51669526     9.53451689     
0.04000000     0.85538140     1.45905796     3.48331231     5.50113607     5.50113607     7.51812430     9.53723329     
0.04500000     0.82450661     1.45606511     3.48237765     5.50129604     5.50129604     7.51942151     9.53954365     
0.05000000     0.79639148     1.45341947     3.48156525     5.50143275     5.50143275     7.52062113     9.54152866     
0.05500000     0.77058922     1.45106321     3.48084861     5.50154613     5.50154613     7.52174621     9.54324972     
0.06000000     0.74674633     1.44895044     3.48020882     5.50163716     5.50163716     7.52281224     9.54475417     
0.06500000     0.72458010     1.44704429     3.47963219     5.50170744     5.50170744     7.52382963     9.54607901     
0.07000000     0.70386186     1.44531484     3.47910853     5.50175885     5.50175885     7.52480537     9.54725356     
0.07500000     0.68440458     1.44373755     3.47863011     5.50179344     5.50179344     7.52574420     9.54830125     
0.08000000     0.66605364     1.44229217     3.47819090     5.50181324     5.50181324     7.52664935     9.54924110     
0.08500000     0.64867998     1.44096183     3.47778609     5.50182019     5.50182019     7.52752307     9.55008863     
0.09000000     0.63217491     1.43973241     3.47741176     5.50181611     5.50181611     7.52836696     9.55085665     
0.09500000     0.61644625     1.43859199     3.47706462     5.50180268     5.50180268     7.52918221     9.55155581     
0.10000000     0.60141525     1.43753050     3.47674192     5.50178140     5.50178140     7.52996977     9.55219501     
0.10500000     0.58701431     1.43653938     3.47644125     5.50175361     5.50175361     7.53073041     9.55278174     
0.11000000     0.57318509     1.43561129     3.47616056     5.50172050     5.50172050     7.53146483     9.55332233     
0.11500000     0.55987707     1.43473995     3.47589802     5.50168310     5.50168310     7.53217366     9.55382217     
0.12000000     0.54704633     1.43391997     3.47565203     5.50164232     5.50164232     7.53285751     9.55428584     
0.12500000     0.53465458     1.43314665     3.47542117     5.50159894     5.50159894     7.53351700     9.55471730     
0.13000000     0.52266830     1.43241594     3.47520416     5.50155363     5.50155363     7.53415273     9.55511991     
0.13500000     0.51105813     1.43172431     3.47499987     5.50150696     5.50150696     7.53476530     9.55549659     
