# delta = 1.000, g = 0.500
# =================================================================================================================
#    s          ||Hod||        diagonal elements of H
# =================================================================================================================

0.00000000     1.22474487     1.50000000     3.50000000     5.50000000     5.50000000     7.50000000     9.50000000     
0.00500000     1.22474487     1.50000000     3.50000000     5.50000000     5.50000000     7.50000000     9.50000000     
0.01000000     1.14530564     1.49000000     3.49500000     5.50000000     5.50000000     7.50500000     9.51000000     
0.01500000     1.07818944     1.48186534     3.49131193     5.50011679     5.50011679     7.50877429     9.51781486     
0.02000000     1.02087584     1.47515079     3.48853314     5.50030025     5.50030025     7.51170374     9.52401183     
0.02500000     0.97135954     1.46953099     3.48638843     5.50051552     5.50051552     7.51405055     9.52899899     
0.03000000     0.92806922     1.46476662     3.48469035     5.50073910     5.50073910     7.51599408     9.53307074     
0.03500000     0.88978449     1.46067991     3.48331132     5.50095578     5.50095578     7.51765645     9.53644076     
0.04000000     0.85556083     1.45713730     3.48216431     5.50115622     5.50115622     7.51912052     9.53926543     
0.04500000     0.82466650     1.45403717     3.48118963     5.50133523     5.50133523     7.52044230     9.54166045     
0.05000000     0.79653205     1.45130113     3.48034599     5.50149044     5.50149044     7.52165957     9.54371242     
0.05500000     0.77071099     1.44886793     3.47960451     5.50162139     5.50162139     7.52279776     9.54548702     
0.06000000     0.74684998     1.44668905     3.47894469     5.50172881     5.50172881     7.52387393     9.54703471     
0.06500000     0.72466635     1.44472565     3.47835167     5.50181417     5.50181417     7.52489955     9.54839479     
0.07000000     0.70393144     1.44294622     3.47781448     5.50187935     5.50187935     7.52588232     9.54959828     
0.07500000     0.68445821     1.44132503     3.47732480     5.50192642     5.50192642     7.52682741     9.55066991     
0.08000000     0.66609199     1.43984083     3.47687618     5.50195747     5.50195747     7.52773836     9.55162968     
0.08500000     0.64870371     1.43847595     3.47646349     5.50197454     5.50197454     7.52861760     9.55249387     
0.09000000     0.63218464     1.43721561     3.47608255     5.50197955     5.50197955     7.52946684     9.55327590     
0.09500000     0.61644254     1.43604739     3.47572989     5.50197426     5.50197426     7.53028734     9.55398687     
0.10000000     0.60139865     1.43496077     3.47540258     5.50196026     5.50196026     7.53108007     9.55463606     
0.10500000     0.58698533     1.43394680     3.47509811     5.50193899     5.50193899     7.53184584     9.55523127     
0.11000000     0.57314420     1.43299786     3.47481428     5.50191172     5.50191172     7.53258533     9.55577909     
0.11500000     0.55982473     1.43210740     3.47454920     5.50187956     5.50187956     7.53329919     9.55628510     
0.12000000     0.54698296     1.43126981     3.47430118     5.50184348     5.50184348     7.53398801     9.55675405     
0.12500000     0.53458056     1.43048023     3.47406872     5.50180432     5.50180432     7.53465240     9.55719002     
0.13000000     0.52258403     1.42973443     3.47385049     5.50176281     5.50176281     7.53529294     9.55759651     
0.13500000     0.51096398     1.42902874     3.47364532     5.50171958     5.50171958     7.53591025     9.55797653     
